"Cubo: Brazil Competitive 3MIS - PSA"
"Colunas: Medidas (Nível4 - Contagem),Grupo de idade,Gênero"
"Linhas: Segmento PSA,Modelo substituído,Modelo PSA (2008,208,3008,308,408,Aircross,C3,C4 Cactus,C4 Lounge)"
"Ipsos RDA Quality Connection - CONFIDENCIAL"
"14/01/2020 07:39:09"

"Segmento PSA";"Modelo substituído";"Modelo PSA";"Nível4 - Contagem,[em branco],[em branco]";"Nível4 - Contagem,[em branco],Mulher";"Nível4 - Contagem,[em branco],Homem";"Nível4 - Contagem,Menos de 20,Mulher";"Nível4 - Contagem,Menos de 20,Homem";"Nível4 - Contagem,20-24,Mulher";"Nível4 - Contagem,20-24,Homem";"Nível4 - Contagem,25-29,Mulher";"Nível4 - Contagem,25-29,Homem";"Nível4 - Contagem,30-34,[em branco]";"Nível4 - Contagem,30-34,Mulher";"Nível4 - Contagem,30-34,Homem";"Nível4 - Contagem,35-39,Mulher";"Nível4 - Contagem,35-39,Homem";"Nível4 - Contagem,40-44,Mulher";"Nível4 - Contagem,40-44,Homem";"Nível4 - Contagem,45-49,Mulher";"Nível4 - Contagem,45-49,Homem";"Nível4 - Contagem,50-54,[em branco]";"Nível4 - Contagem,50-54,Mulher";"Nível4 - Contagem,50-54,Homem";"Nível4 - Contagem,55-59,Mulher";"Nível4 - Contagem,55-59,Homem";"Nível4 - Contagem,60-64,[em branco]";"Nível4 - Contagem,60-64,Mulher";"Nível4 - Contagem,60-64,Homem";"Nível4 - Contagem,65-69,Mulher";"Nível4 - Contagem,65-69,Homem";"Nível4 - Contagem,70-74,Mulher";"Nível4 - Contagem,70-74,Homem";"Nível4 - Contagem,75-79,Mulher";"Nível4 - Contagem,75-79,Homem";"Nível4 - Contagem,80 e mais,Mulher";"Nível4 - Contagem,80 e mais,Homem";
"Segmento B Tout-terrain";"VW_GOLG5";"Aircross";"";"";"";"";"";"";"";"";"";"";"";31;53;"";"";16;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"VW_GOLG5";"C4 Cactus";"";"";21;"";"";"";"";"";"";"";"";"";"";"";"";46;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"VW_OTH";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";13;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"VW_UP";"2008";"";"";"";"";"";"";"";"";"";"";"";78;"";"";"";"";"";"";"";98;"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"VW_UP";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";42;"";"";"";"";"";"";"";"";14;"";"";8;"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"VW_UP";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";42;"";"";9;23;"";"";55;"";"";"";"";8;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"XSARA";"2008";"";"";"";"";"";"";"";"";"";"";"";"";7;"";"";62;30;"";"";"";"";"";38;"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"XSARA";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";9;"";"";"";23;"";12;"";"";101;"";76;"";"";24;"";"";"";"";"";"";
"Segmento B Tout-terrain";"XSARA";"C4 Cactus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";20;16;"";"";66;66;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"ZAFIRA";"2008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";7;"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento B Tout-terrain";"ZAFIRA";"Aircross";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"[em branco]";"308";123;"";"";"";"";"";8;"";"";"";"";17;"";42;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"[em branco]";"408";109;"";20;"";"";"";"";"";"";"";"";151;"";"";"";248;"";"";"";"";6;"";53;"";"";9;"";"";"";"";"";"";"";"";
"Segmento M1";"[em branco]";"C4 Lounge";485;"";40;"";"";"";70;"";114;"";53;121;"";84;12;324;"";24;"";34;98;"";132;"";"";49;"";45;"";84;"";"";"";"";
"Segmento M1";"AGILE";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";109;"";"";"";
"Segmento M1";"AIRCROSS";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";136;"";10;"";"";"";"";41;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"AMAROK";"408";"";"";93;"";"";"";"";"";"";"";"";"";"";"";"";"";"";9;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"ASTRA_2";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"ASTRA_2";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";23;"";13;"";"";"";"";46;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"AZERA";"C4 Lounge";"";"";6;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"BMW_5";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;"";"";"";"";"";"";
"Segmento M1";"BMW_OTH";"408";"";"";"";"";"";"";"";"";"";"";"";24;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"BMW_X1";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";11;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"BORA";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";69;"";"";"";"";"";"";"";"";"";"";"";"";"";22;"";"";"";"";
"Segmento M1";"BRAVO";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";44;79;"";"";"";"";"";"";"";"";"";"";"";"";37;"";"";"";"";"";"";"";"";
"Segmento M1";"CELTA";"308";"";"";"";"";"";"";"";"";"";"";"";20;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"CERATO";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";19;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"CIT_C3";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"CIT_C3";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";11;110;84;120;11;34;"";52;"";"";13;"";9;"";"";9;"";7;"";"";"";"";"";"";
"Segmento M1";"CIT_C4";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";38;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"CIT_C4";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";17;"";"";"";"";"";"";
"Segmento M1";"CIT_C4";"C4 Lounge";"";"";"";"";"";"";"";"";50;"";"";44;85;116;14;48;7;217;"";"";43;"";106;"";"";99;"";"";"";7;"";"";"";"";
"Segmento M1";"CIT_C5";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";132;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"CIT_OTH";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";59;"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"CIT_OTH";"408";44;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"CIT_OTH";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";117;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"CITY";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";52;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"CITY";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";47;"";59;"";32;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"CIVIC";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";13;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"CIVIC";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";11;"";"";"";"";8;"";16;"";"";"";"";"";"";
"Segmento M1";"CIVIC";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";343;"";101;"";"";"";"";"";29;57;"";"";"";"";11;"";"";"";"";"";"";
"Segmento M1";"COBALT";"408";"";"";"";"";"";"";"";"";"";"";"";127;"";"";"";19;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"COBALT";"C4 Lounge";43;"";45;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";29;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"COMPASS";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";7;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"COROLLA";"C4 Lounge";"";"";59;"";"";"";"";"";"";"";"";39;"";114;"";146;11;104;"";"";73;"";20;"";"";107;"";"";"";"";"";"";"";"";
"Segmento M1";"CRUZE";"C4 Lounge";"";"";26;"";"";"";"";"";"";"";"";"";"";181;"";39;"";"";"";"";"";"";119;"";"";"";"";"";"";57;"";"";"";"";
"Segmento M1";"CRUZES6";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";12;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"DOBLO";"C4 Lounge";"";"";20;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"DUSTER";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";33;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"DUSTER";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";17;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"ECOSPORT";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";52;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"ECOSPORT";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";75;"";"";"";"";77;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"ELANTRA";"C4 Lounge";"";"";23;"";"";"";"";"";"";"";"";63;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"ETIOS";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";57;"";73;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"ETIOS";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";73;"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"FD_OTH";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";25;"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"FIAT_MO";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";56;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"FIESTA";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";93;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"FIESTA";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";16;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"FIESTA";"C4 Lounge";"";"";"";"";"";"";"";"";152;"";"";"";"";105;"";42;"";"";"";"";"";"";28;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"FIT";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";34;"";"";"";"";27;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"FIT";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";13;29;"";20;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"FLUENCE";"408";"";"";"";"";"";"";"";"";"";"";"";44;"";"";"";"";"";"";"";"";"";"";"";"";"";74;"";"";"";"";"";"";"";"";
"Segmento M1";"FLUENCE";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";65;"";122;"";"";"";"";18;"";"";"";"";20;"";"";14;"";"";"";"";"";
"Segmento M1";"FOCUS";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";44;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"FOCUS";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";118;"";22;"";34;"";"";"";"";"";"";23;"";"";195;"";20;"";38;"";"";"";"";
"Segmento M1";"FOCUS_FB";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";37;"";"";"";"";"";"";"";"";
"Segmento M1";"FOX";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";34;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"FOX";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";30;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"FUSION";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";71;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"GLIVINA";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";41;9;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"GOL";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";26;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"GOLF";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";21;73;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"GRD_SIEN";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";22;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"GRD_SIEN";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";68;"";"";"";"";"";"";34;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"GVITARA";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";17;"";"";"";"";"";"";"";"";
"Segmento M1";"HILUXSW4";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";81;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"HON_HRV";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";38;"";"";"";"";"";"";37;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"HYU_HB20";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";16;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"HYU_HB20";"408";"";"";"";"";"";"";"";"";"";"";"";6;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"HYU_HB20";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";14;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";31;
"Segmento M1";"HYU_I30";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";95;"";21;"";87;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"HYU_IX35";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"IDEA";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";21;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"JAC_J6";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9;"";"";"";"";"";"";"";"";
"Segmento M1";"JEE_OTH";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";54;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"JETTA";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";31;"";"";"";"";"";"";
"Segmento M1";"JETTA";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";17;25;45;"";"";"";"";"";27;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"KA";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";10;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"KA+";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";12;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"LIVINA";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";39;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"LOGAN";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";55;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"LOGAN";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";102;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"LOUNGE";"308";"";"";"";"";"";"";"";"";"";"";"";25;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"LOUNGE";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24;"";"";"";"";60;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"LOUNGE";"C4 Lounge";"";"";4;"";"";"";"";150;"";"";"";19;"";100;13;152;"";183;"";64;257;13;535;"";19;108;23;309;26;77;"";133;"";"";
"Segmento M1";"MARCH";"308";"";"";"";"";"";"";"";"";19;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"MEGANE";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";54;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"MEGANE";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";97;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"MIT_ASX";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";11;"";"";9;"";7;"";"";"";"";"";"";"";18;"";"";"";"";"";"";
"Segmento M1";"MLANCER";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";19;"";"";
"Segmento M1";"MLANCER";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";36;"";"";"";"";"";"";
"Segmento M1";"OMEGA";"408";"";"";"";"";"";"";"";"";"";"";"";"";12;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"ONIX";"308";"";"";"";"";"";"";"";"";"";"";"";68;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"ONIX";"C4 Lounge";"";"";"";"";"";"";14;"";"";"";"";24;"";93;"";138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";148;
"Segmento M1";"OTHER";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";42;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"OTHER";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";23;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"OTHER";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";25;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"OUTLAND";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";28;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"PALIO";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";96;"";"";"";"";"";"";"";"";45;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"PALIO";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";14;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";7;"";"";"";"";"";"";
"Segmento M1";"PALLAS";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";181;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"PALLAS";"C4 Lounge";"";"";20;"";"";"";"";"";"";"";"";40;7;23;"";6;"";"";"";"";3;"";81;"";"";"";"";5;"";"";"";"";"";"";
"Segmento M1";"PASSAT";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";15;"";"";"";"";
"Segmento M1";"PEU_2008";"308";"";"";"";"";"";"";"";"";"";"";"";5;"";"";"";"";"";"";"";44;"";"";19;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"PEU_2008";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";20;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"PEU_2008";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26;"";"";"";"";8;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"PEU_206";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";158;"";"";"";"";"";"";22;"";"";"";"";"";"";"";"";"";
"Segmento M1";"PEU_206";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";38;"";"";"";"";"";"";"";"";
"Segmento M1";"PEU_207";"408";"";"";"";"";"";"";"";"";"";"";"";86;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"PEU_207";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";20;"";"";"";"";"";"";"";53;"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"PEU_208";"308";"";"";"";"";"";"";"";"";"";"";6;"";"";176;36;72;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"PEU_208";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";34;"";9;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"PEU_208";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";3;"";"";"";"";"";46;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"PEU_307";"308";"";"";"";"";"";"";9;"";"";"";"";"";"";"";"";31;"";21;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"PEU_307";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";32;"";"";"";"";"";"";192;"";"";"";"";
"Segmento M1";"PEU_308";"308";33;"";"";"";"";"";"";126;81;"";"";103;76;108;"";57;"";105;"";"";102;"";32;"";"";"";"";40;"";"";"";"";"";"";
"Segmento M1";"PEU_308";"408";"";"";"";"";"";"";"";"";"";"";14;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"PEU_308";"C4 Lounge";"";"";36;"";"";"";"";"";"";"";"";"";"";"";102;"";"";"";"";"";"";"";30;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"PEU_408";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";30;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"PEU_408";"408";"";"";23;"";"";"";"";"";55;"";"";"";"";36;"";43;"";206;"";"";93;"";76;"";"";175;"";26;"";89;"";"";"";"";
"Segmento M1";"PEU_408";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";19;105;"";89;"";"";34;"";"";"";"";8;"";"";"";"";"";"";"";"";
"Segmento M1";"PEU_OTH";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";12;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"PEU_OTH";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";34;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"POLO";"308";"";"";"";"";"";"";"";"";"";"";"";4;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"POLO";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";7;"";"";"";"";"";"";23;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"PRISMA";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";11;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"PUNTO";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";11;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"PUNTO";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";35;"";"";"";"";"";"";"";"";
"Segmento M1";"RENEGADE";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"SANDERO";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";10;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"SANDERO";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"SANDERO";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";18;148;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"SANDEROS";"C4 Lounge";"";"";"";"";"";"";"";"";93;"";"";"";"";"";"";11;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
